12, 114.93805596179341 
24, 109.8987976415454 
36, 106.98737951643855 
48, 101.83358134461173 
60, 101.82704444856043 
72, 101.6635846849961 
96, 99.72101077306314 
108, 96.34016747090806 
120, 97.02921127517857 
144, 94.63427497576865 
180, 94.0874689677803 
192, 93.34583383317789 
216, 92.47930239879919 
240, 91.28805565198846 
288, 90.19031735804995 
300, 89.45856030346167 
324, 89.51814847256422 
360, 87.45942858433665 
384, 87.43662236722179 
432, 86.56389385086597 
480, 85.61579563194812 
540, 84.37918239439591 
576, 83.65188940534979 
600, 84.02196681096902 
648, 83.2068681104356 
720, 82.36614259756468 
768, 81.31596046436988 
864, 80.36310286653618 
900, 80.3941898362986 
960, 79.53973806983716 
972, 79.40086987053553 
1080, 78.6381561645029 
1152, 77.90842770023963 
1200, 77.89077205101529 
1296, 76.92540540096982 
64, 103.80592970982957 
128, 97.26382460736546 
256, 91.3484503426333 
512, 84.48237893951158 
1024, 79.12655015397151 
2048, 72.91624151132847 
1536, 75.21260267971302 
12, 114.93805596179341 
